Date,Dish Name,Quantity Sold,Price per Dish (INR),Total Sales (INR),Ingredients,Feedback
2021-04-12,Sandwich,38.0,20,760.0,"Bread, Cheese, Vegetables",Very tasty
04-12-2021,Pani Puri,40.0,10,400.0,"Flour, Water, Spices",Very tasty
12/04/2021,Biryani,67.0,120,8040.0,"Rice, Meat, Spices",Not good
04-12-2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
2021-04-12,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
12/04/2021,Samosa,33.0,15,495.0,"Potato, Peas, Spices",
2021-04-12,Lassi,52.0,30,1560.0,"Yogurt, Sugar, Water",Not good
12/04/2021,Chaat,54.0,30,1620.0,"Pani, Sev, Spices",
12/04/2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
04-12-2021,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
04-12-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
2021-04-12,Pav Bhaji,77.0,45,3465.0,"Potatoes, Vegetables, Bread",
13/04/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
04-13-2021,Vada Pav,,25,,"Potato, Bread, Spices",
2021-04-13,Sandwich,88.0,20,1760.0,"Bread, Cheese, Vegetables",Not good
04-13-2021,Pani Puri,34.0,10,340.0,"Flour, Water, Spices",Average
2021-04-13,Biryani,,120,,"Rice, Meat, Spices",Average
2021-04-13,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
04-13-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2021-04-13,Samosa,,15,,"Potato, Peas, Spices",Not good
13/04/2021,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
13/04/2021,Chaat,,30,,"Pani, Sev, Spices",Very tasty
04-13-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
04-13-2021,Vadd Pav,42.0,22,924.0,"Potato, Bread, Spices",Very tasty
04-13-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
04-13-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2021-04-14,Masala Dosa,52.0,40,2080.0,"Rice, Lentils, Spices",Too spicy
04-14-2021,Vada Pav,94.0,25,2350.0,"Potato, Bread, Spices",Not good
04-14-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",
2021-04-14,Pani Puri,54.0,10,540.0,"Flour, Water, Spices",Not good
04-14-2021,Biryani,,120,,"Rice, Meat, Spices",Not good
2021-04-14,Chole Bhature,40.0,50,2000.0,"Chickpeas, Flour, Spices",Average
2021-04-14,Pav Bhaji,90.0,45,4050.0,"Potatoes, Vegetables, Bread",
2021-04-14,Samosa,,15,,"Potato, Peas, Spices",Very tasty
14/04/2021,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
2021-04-14,Chaat,,30,,"Pani, Sev, Spices",Too spicy
14/04/2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
04-14-2021,Vadd Pav,85.0,22,1870.0,"Potato, Bread, Spices",Average
2021-04-14,Chole Bhture,59.0,55,3245.0,"Chickpeas, Flour, Spices",Too spicy
04-14-2021,pav bhaji,,45,,"Potatoes, Vegetables, Bread",Average
04-15-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
2021-04-15,Vada Pav,,25,,"Potato, Bread, Spices",Not good
15/04/2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
04-15-2021,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
2021-04-15,Biryani,66.0,120,7920.0,"Rice, Meat, Spices",
15/04/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
2021-04-15,PAV BHAJI,,45,,"Potatoes, Vegetables, Bread",Very tasty
15/04/2021,Samosa,20.0,15,300.0,"Potato, Peas, Spices",Too spicy
2021-04-15,Lassi,,30,,"Yogurt, Sugar, Water",Average
04-15-2021,Chaat,,30,,"Pani, Sev, Spices",Average
2021-04-15,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
04-15-2021,Vadd Pav,,22,,"Potato, Bread, Spices",
04-15-2021,Chole Bhture,67.0,55,3685.0,"Chickpeas, Flour, Spices",Average
15/04/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2021-04-16,Masala Dosa,56.0,40,2240.0,"Rice, Lentils, Spices",Not good
2021-04-16,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
16/04/2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
2021-04-16,Pani Puri,,10,,"Flour, Water, Spices",
2021-04-16,biryani,47.0,120,5640.0,"Rice, Meat, Spices",Not good
2021-04-16,Chole Bhature,53.0,50,2650.0,"Chickpeas, Flour, Spices",Too spicy
2021-04-16,Pav Bhaji,20.0,45,900.0,"Potatoes, Vegetables, Bread",Very tasty
04-16-2021,Samosa,,15,,"Potato, Peas, Spices",
04-16-2021,LASSI,9.0,30,270.0,"Yogurt, Sugar, Water",Very tasty
2021-04-16,chaat,,30,,"Pani, Sev, Spices",Not good
2021-04-16,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
2021-04-16,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
2021-04-16,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
04-16-2021,Pav Bhaji,91.0,45,4095.0,"Potatoes, Vegetables, Bread",Average
04-17-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",
17/04/2021,Vada Pav,26.0,25,650.0,"Potato, Bread, Spices",Average
04-17-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
2021-04-17,Pani Puri,71.0,10,710.0,"Flour, Water, Spices",Not good
17/04/2021,Biryani,,120,,"Rice, Meat, Spices",Too spicy
2021-04-17,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
2021-04-17,Pav Bhaji,91.0,45,4095.0,"Potatoes, Vegetables, Bread",Not good
17/04/2021,Samosa,82.0,15,1230.0,"Potato, Peas, Spices",Average
04-17-2021,LASSI,,30,,"Yogurt, Sugar, Water",Very tasty
04-17-2021,Chaat,96.0,30,2880.0,"Pani, Sev, Spices",Not good
2021-04-17,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
2021-04-17,Vadd Pav,58.0,22,1276.0,"Potato, Bread, Spices",Too spicy
2021-04-17,Chole Bhture,34.0,55,1870.0,"Chickpeas, Flour, Spices",Very tasty
04-17-2021,Pav Bhaji,32.0,45,1440.0,"Potatoes, Vegetables, Bread",Not good
2021-04-18,Masala Dosa,36.0,40,1440.0,"Rice, Lentils, Spices",Average
2021-04-18,Vada Pav,,25,,"Potato, Bread, Spices",
04-18-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
2021-04-18,Pani Puri,18.0,10,180.0,"Flour, Water, Spices",Very tasty
04-18-2021,Biryani,,120,,"Rice, Meat, Spices",Average
2021-04-18,CHOLE BHATURE,21.0,50,1050.0,"Chickpeas, Flour, Spices",Average
2021-04-18,pav bhaji,,45,,"Potatoes, Vegetables, Bread",Average
04-18-2021,Samosa,,15,,"Potato, Peas, Spices",Average
18/04/2021,Lassi,,30,,"Yogurt, Sugar, Water",Not good
18/04/2021,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2021-04-18,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
18/04/2021,Vadd Pav,59.0,22,1298.0,"Potato, Bread, Spices",Not good
04-18-2021,CHOLE BHTURE,,55,,"Chickpeas, Flour, Spices",Very tasty
2021-04-18,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
2021-04-19,Masala Dosa,50.0,40,2000.0,"Rice, Lentils, Spices",Too spicy
04-19-2021,Vada Pav,,25,,"Potato, Bread, Spices",
04-19-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
19/04/2021,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
19/04/2021,Biryani,28.0,120,3360.0,"Rice, Meat, Spices",Very tasty
2021-04-19,Chole Bhature,63.0,50,3150.0,"Chickpeas, Flour, Spices",
2021-04-19,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
04-19-2021,Samosa,56.0,15,840.0,"Potato, Peas, Spices",Very tasty
04-19-2021,Lassi,53.0,30,1590.0,"Yogurt, Sugar, Water",
19/04/2021,Chaat,,30,,"Pani, Sev, Spices",Too spicy
2021-04-19,Maaasala Dosa,85.0,35,2975.0,"Rice, Lentils, Spices",Not good
04-19-2021,Vadd Pav,41.0,22,902.0,"Potato, Bread, Spices",Average
19/04/2021,Chole Bhture,99.0,55,5445.0,"Chickpeas, Flour, Spices",Very tasty
2021-04-19,Pav Bhaji,18.0,45,810.0,"Potatoes, Vegetables, Bread",Very tasty
20/04/2021,Masala Dosa,96.0,40,3840.0,"Rice, Lentils, Spices",Average
04-20-2021,Vada Pav,,25,,"Potato, Bread, Spices",Not good
2021-04-20,Sandwich,84.0,20,1680.0,"Bread, Cheese, Vegetables",Average
20/04/2021,pani puri,,10,,"Flour, Water, Spices",Not good
04-20-2021,Biryani,20.0,120,2400.0,"Rice, Meat, Spices",Too spicy
20/04/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
04-20-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
04-20-2021,Samosa,,15,,"Potato, Peas, Spices",
2021-04-20,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
20/04/2021,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2021-04-20,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
20/04/2021,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
2021-04-20,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
20/04/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
2021-04-21,Masala Dosa,24.0,40,960.0,"Rice, Lentils, Spices",Very tasty
21/04/2021,Vada Pav,87.0,25,2175.0,"Potato, Bread, Spices",Very tasty
04-21-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
2021-04-21,Pani Puri,84.0,10,840.0,"Flour, Water, Spices",Average
2021-04-21,Biryani,56.0,120,6720.0,"Rice, Meat, Spices",Too spicy
04-21-2021,Chole Bhature,99.0,50,4950.0,"Chickpeas, Flour, Spices",
21/04/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
21/04/2021,Samosa,,15,,"Potato, Peas, Spices",Too spicy
2021-04-21,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
21/04/2021,Chaat,,30,,"Pani, Sev, Spices",
21/04/2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
04-21-2021,Vadd Pav,36.0,22,792.0,"Potato, Bread, Spices",
04-21-2021,Chole Bhture,81.0,55,4455.0,"Chickpeas, Flour, Spices",Too spicy
21/04/2021,Pav Bhaji,26.0,45,1170.0,"Potatoes, Vegetables, Bread",Too spicy
04-22-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
22/04/2021,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
04-22-2021,Sandwich,87.0,20,1740.0,"Bread, Cheese, Vegetables",Very tasty
2021-04-22,Pani Puri,,10,,"Flour, Water, Spices",Average
04-22-2021,Biryani,,120,,"Rice, Meat, Spices",Too spicy
04-22-2021,CHOLE BHATURE,52.0,50,2600.0,"Chickpeas, Flour, Spices",Average
2021-04-22,Pav Bhaji,97.0,45,4365.0,"Potatoes, Vegetables, Bread",Too spicy
2021-04-22,Samosa,64.0,15,960.0,"Potato, Peas, Spices",Not good
22/04/2021,Lassi,76.0,30,2280.0,"Yogurt, Sugar, Water",Too spicy
22/04/2021,Chaat,,30,,"Pani, Sev, Spices",Not good
04-22-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
04-22-2021,Vadd Pav,74.0,22,1628.0,"Potato, Bread, Spices",
04-22-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
22/04/2021,Pav Bhaji,6.0,45,270.0,"Potatoes, Vegetables, Bread",Very tasty
2021-04-23,Masala Dosa,59.0,40,2360.0,"Rice, Lentils, Spices",Too spicy
2021-04-23,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
23/04/2021,Sandwich,91.0,20,1820.0,"Bread, Cheese, Vegetables",Very tasty
2021-04-23,Pani Puri,100.0,10,1000.0,"Flour, Water, Spices",Average
2021-04-23,Biryani,,120,,"Rice, Meat, Spices",Not good
23/04/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
04-23-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
04-23-2021,Samosa,60.0,15,900.0,"Potato, Peas, Spices",Very tasty
23/04/2021,Lassi,100.0,30,3000.0,"Yogurt, Sugar, Water",
23/04/2021,Chaat,40.0,30,1200.0,"Pani, Sev, Spices",Very tasty
2021-04-23,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
2021-04-23,Vadd Pav,16.0,22,352.0,"Potato, Bread, Spices",Very tasty
23/04/2021,Chole Bhture,36.0,55,1980.0,"Chickpeas, Flour, Spices",Very tasty
04-23-2021,Pav Bhaji,76.0,45,3420.0,"Potatoes, Vegetables, Bread",Too spicy
24/04/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
04-24-2021,Vada Pav,,25,,"Potato, Bread, Spices",Average
2021-04-24,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
24/04/2021,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
24/04/2021,BIRYANI,,120,,"Rice, Meat, Spices",Very tasty
04-24-2021,Chole Bhature,94.0,50,4700.0,"Chickpeas, Flour, Spices",Not good
2021-04-24,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
04-24-2021,Samosa,82.0,15,1230.0,"Potato, Peas, Spices",Average
04-24-2021,LASSI,33.0,30,990.0,"Yogurt, Sugar, Water",Very tasty
24/04/2021,Chaat,,30,,"Pani, Sev, Spices",Very tasty
04-24-2021,Maaasala Dosa,75.0,35,2625.0,"Rice, Lentils, Spices",Too spicy
2021-04-24,Vadd Pav,68.0,22,1496.0,"Potato, Bread, Spices",
24/04/2021,Chole Bhture,76.0,55,4180.0,"Chickpeas, Flour, Spices",Not good
04-24-2021,pav bhaji,76.0,45,3420.0,"Potatoes, Vegetables, Bread",Not good
25/04/2021,Masala Dosa,76.0,40,3040.0,"Rice, Lentils, Spices",Very tasty
2021-04-25,Vada Pav,43.0,25,1075.0,"Potato, Bread, Spices",Not good
04-25-2021,SANDWICH,,20,,"Bread, Cheese, Vegetables",Average
04-25-2021,Pani Puri,50.0,10,500.0,"Flour, Water, Spices",Very tasty
25/04/2021,Biryani,,120,,"Rice, Meat, Spices",
25/04/2021,Chole Bhature,6.0,50,300.0,"Chickpeas, Flour, Spices",Not good
04-25-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2021-04-25,Samosa,,15,,"Potato, Peas, Spices",Average
2021-04-25,Lassi,,30,,"Yogurt, Sugar, Water",Average
25/04/2021,chaat,,30,,"Pani, Sev, Spices",Too spicy
2021-04-25,Maaasala Dosa,8.0,35,280.0,"Rice, Lentils, Spices",Average
2021-04-25,VADD PAV,19.0,22,418.0,"Potato, Bread, Spices",Average
04-25-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
04-25-2021,Pav Bhaji,97.0,45,4365.0,"Potatoes, Vegetables, Bread",Very tasty
2021-04-26,Masala Dosa,11.0,40,440.0,"Rice, Lentils, Spices",Average
04-26-2021,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
2021-04-26,Sandwich,,20,,"Bread, Cheese, Vegetables",
2021-04-26,Pani Puri,81.0,10,810.0,"Flour, Water, Spices",Too spicy
26/04/2021,Biryani,,120,,"Rice, Meat, Spices",Not good
04-26-2021,Chole Bhature,67.0,50,3350.0,"Chickpeas, Flour, Spices",
04-26-2021,pav bhaji,82.0,45,3690.0,"Potatoes, Vegetables, Bread",
04-26-2021,Samosa,24.0,15,360.0,"Potato, Peas, Spices",
04-26-2021,Lassi,,30,,"Yogurt, Sugar, Water",Not good
04-26-2021,Chaat,65.0,30,1950.0,"Pani, Sev, Spices",Too spicy
04-26-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
26/04/2021,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
26/04/2021,Chole Bhture,71.0,55,3905.0,"Chickpeas, Flour, Spices",Too spicy
04-26-2021,Pav Bhaji,89.0,45,4005.0,"Potatoes, Vegetables, Bread",
27/04/2021,MASALA DOSA,20.0,40,800.0,"Rice, Lentils, Spices",
04-27-2021,VADA PAV,,25,,"Potato, Bread, Spices",Not good
27/04/2021,Sandwich,12.0,20,240.0,"Bread, Cheese, Vegetables",
2021-04-27,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
04-27-2021,Biryani,,120,,"Rice, Meat, Spices",Not good
04-27-2021,Chole Bhature,23.0,50,1150.0,"Chickpeas, Flour, Spices",
04-27-2021,Pav Bhaji,95.0,45,4275.0,"Potatoes, Vegetables, Bread",
27/04/2021,Samosa,,15,,"Potato, Peas, Spices",
04-27-2021,Lassi,19.0,30,570.0,"Yogurt, Sugar, Water",Very tasty
2021-04-27,CHAAT,58.0,30,1740.0,"Pani, Sev, Spices",Not good
27/04/2021,Maaasala Dosa,62.0,35,2170.0,"Rice, Lentils, Spices",
2021-04-27,Vadd Pav,65.0,22,1430.0,"Potato, Bread, Spices",Too spicy
04-27-2021,Chole Bhture,90.0,55,4950.0,"Chickpeas, Flour, Spices",Not good
04-27-2021,Pav Bhaji,56.0,45,2520.0,"Potatoes, Vegetables, Bread",Average
28/04/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
04-28-2021,Vada Pav,,25,,"Potato, Bread, Spices",
04-28-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
2021-04-28,Pani Puri,,10,,"Flour, Water, Spices",Average
2021-04-28,Biryani,,120,,"Rice, Meat, Spices",Very tasty
2021-04-28,Chole Bhature,94.0,50,4700.0,"Chickpeas, Flour, Spices",Average
2021-04-28,Pav Bhaji,9.0,45,405.0,"Potatoes, Vegetables, Bread",Very tasty
04-28-2021,Samosa,74.0,15,1110.0,"Potato, Peas, Spices",Too spicy
04-28-2021,Lassi,,30,,"Yogurt, Sugar, Water",
2021-04-28,Chaat,,30,,"Pani, Sev, Spices",Too spicy
28/04/2021,Maaasala Dosa,43.0,35,1505.0,"Rice, Lentils, Spices",Not good
2021-04-28,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
2021-04-28,chole bhture,,55,,"Chickpeas, Flour, Spices",Average
2021-04-28,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
29/04/2021,Masala Dosa,,40,,"Rice, Lentils, Spices",
04-29-2021,Vada Pav,,25,,"Potato, Bread, Spices",
29/04/2021,Sandwich,11.0,20,220.0,"Bread, Cheese, Vegetables",Too spicy
29/04/2021,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
29/04/2021,Biryani,,120,,"Rice, Meat, Spices",Not good
2021-04-29,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
04-29-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
29/04/2021,Samosa,96.0,15,1440.0,"Potato, Peas, Spices",Average
04-29-2021,Lassi,55.0,30,1650.0,"Yogurt, Sugar, Water",Very tasty
04-29-2021,Chaat,,30,,"Pani, Sev, Spices",Average
29/04/2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
29/04/2021,VADD PAV,,22,,"Potato, Bread, Spices",Very tasty
2021-04-29,Chole Bhture,46.0,55,2530.0,"Chickpeas, Flour, Spices",Very tasty
04-29-2021,Pav Bhaji,40.0,45,1800.0,"Potatoes, Vegetables, Bread",Very tasty
2021-04-30,Masala Dosa,,40,,"Rice, Lentils, Spices",
04-30-2021,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
04-30-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
04-30-2021,Pani Puri,85.0,10,850.0,"Flour, Water, Spices",
30/04/2021,Biryani,,120,,"Rice, Meat, Spices",Average
30/04/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
04-30-2021,Pav Bhaji,99.0,45,4455.0,"Potatoes, Vegetables, Bread",Average
30/04/2021,Samosa,88.0,15,1320.0,"Potato, Peas, Spices",Average
2021-04-30,Lassi,,30,,"Yogurt, Sugar, Water",Not good
30/04/2021,Chaat,84.0,30,2520.0,"Pani, Sev, Spices",Too spicy
04-30-2021,Maaasala Dosa,91.0,35,3185.0,"Rice, Lentils, Spices",Too spicy
04-30-2021,Vadd Pav,98.0,22,2156.0,"Potato, Bread, Spices",Not good
2021-04-30,Chole Bhture,22.0,55,1210.0,"Chickpeas, Flour, Spices",Not good
04-30-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
01/05/2021,Masala Dosa,55.0,40,2200.0,"Rice, Lentils, Spices",
05-01-2021,Vada Pav,89.0,25,2225.0,"Potato, Bread, Spices",
01/05/2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
2021-05-01,Pani Puri,57.0,10,570.0,"Flour, Water, Spices",Too spicy
01/05/2021,Biryani,,120,,"Rice, Meat, Spices",Too spicy
01/05/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
01/05/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2021-05-01,SAMOSA,,15,,"Potato, Peas, Spices",Too spicy
05-01-2021,Lassi,78.0,30,2340.0,"Yogurt, Sugar, Water",Not good
01/05/2021,Chaat,5.0,30,150.0,"Pani, Sev, Spices",Average
05-01-2021,Maaasala Dosa,53.0,35,1855.0,"Rice, Lentils, Spices",Not good
01/05/2021,VADD PAV,12.0,22,264.0,"Potato, Bread, Spices",
01/05/2021,Chole Bhture,79.0,55,4345.0,"Chickpeas, Flour, Spices",Very tasty
2021-05-01,Pav Bhaji,5.0,45,225.0,"Potatoes, Vegetables, Bread",Very tasty
02/05/2021,masala dosa,8.0,40,320.0,"Rice, Lentils, Spices",Average
05-02-2021,Vada Pav,100.0,25,2500.0,"Potato, Bread, Spices",Average
02/05/2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
02/05/2021,Pani Puri,,10,,"Flour, Water, Spices",Average
2021-05-02,Biryani,,120,,"Rice, Meat, Spices",Too spicy
02/05/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
02/05/2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
05-02-2021,Samosa,35.0,15,525.0,"Potato, Peas, Spices",
02/05/2021,Lassi,8.0,30,240.0,"Yogurt, Sugar, Water",Not good
05-02-2021,Chaat,,30,,"Pani, Sev, Spices",
02/05/2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
05-02-2021,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
2021-05-02,Chole Bhture,27.0,55,1485.0,"Chickpeas, Flour, Spices",Average
05-02-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
05-03-2021,Masala Dosa,50.0,40,2000.0,"Rice, Lentils, Spices",Not good
05-03-2021,Vada Pav,44.0,25,1100.0,"Potato, Bread, Spices",Not good
03/05/2021,Sandwich,31.0,20,620.0,"Bread, Cheese, Vegetables",Average
05-03-2021,Pani Puri,,10,,"Flour, Water, Spices",Not good
05-03-2021,Biryani,,120,,"Rice, Meat, Spices",Not good
05-03-2021,chole bhature,,50,,"Chickpeas, Flour, Spices",
05-03-2021,PAV BHAJI,91.0,45,4095.0,"Potatoes, Vegetables, Bread",
03/05/2021,Samosa,,15,,"Potato, Peas, Spices",Very tasty
05-03-2021,Lassi,46.0,30,1380.0,"Yogurt, Sugar, Water",Not good
2021-05-03,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2021-05-03,Maaasala Dosa,47.0,35,1645.0,"Rice, Lentils, Spices",Average
05-03-2021,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
05-03-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
03/05/2021,Pav Bhaji,5.0,45,225.0,"Potatoes, Vegetables, Bread",Too spicy
05-04-2021,Masala Dosa,75.0,40,3000.0,"Rice, Lentils, Spices",Very tasty
2021-05-04,Vada Pav,68.0,25,1700.0,"Potato, Bread, Spices",Average
04/05/2021,Sandwich,37.0,20,740.0,"Bread, Cheese, Vegetables",Not good
05-04-2021,PANI PURI,,10,,"Flour, Water, Spices",
2021-05-04,Biryani,58.0,120,6960.0,"Rice, Meat, Spices",Average
04/05/2021,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
05-04-2021,Pav Bhaji,28.0,45,1260.0,"Potatoes, Vegetables, Bread",
05-04-2021,Samosa,,15,,"Potato, Peas, Spices",
04/05/2021,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
04/05/2021,Chaat,,30,,"Pani, Sev, Spices",Not good
2021-05-04,Maaasala Dosa,32.0,35,1120.0,"Rice, Lentils, Spices",Average
05-04-2021,Vadd Pav,70.0,22,1540.0,"Potato, Bread, Spices",Not good
05-04-2021,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
05-04-2021,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
05-05-2021,Masala Dosa,6.0,40,240.0,"Rice, Lentils, Spices",Too spicy
05/05/2021,Vada Pav,81.0,25,2025.0,"Potato, Bread, Spices",Too spicy
2021-05-05,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
05/05/2021,Pani Puri,78.0,10,780.0,"Flour, Water, Spices",Not good
05/05/2021,Biryani,28.0,120,3360.0,"Rice, Meat, Spices",Average
05/05/2021,Chole Bhature,5.0,50,250.0,"Chickpeas, Flour, Spices",Too spicy
05/05/2021,Pav Bhaji,29.0,45,1305.0,"Potatoes, Vegetables, Bread",Not good
05-05-2021,Samosa,29.0,15,435.0,"Potato, Peas, Spices",Too spicy
2021-05-05,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
05-05-2021,Chaat,,30,,"Pani, Sev, Spices",
05-05-2021,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
05-05-2021,VADD PAV,97.0,22,2134.0,"Potato, Bread, Spices",Very tasty
2021-05-05,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
05-05-2021,Pav Bhaji,75.0,45,3375.0,"Potatoes, Vegetables, Bread",Not good
06/05/2021,Masala Dosa,34.0,40,1360.0,"Rice, Lentils, Spices",Average
05-06-2021,Vada Pav,,25,,"Potato, Bread, Spices",
05-06-2021,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
2021-05-06,Pani Puri,54.0,10,540.0,"Flour, Water, Spices",Very tasty
05-06-2021,Biryani,99.0,120,11880.0,"Rice, Meat, Spices",Average
06/05/2021,chole bhature,7.0,50,350.0,"Chickpeas, Flour, Spices",Not good
06/05/2021,pav bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
05-06-2021,Samosa,75.0,15,1125.0,"Potato, Peas, Spices",Not good
06/05/2021,Lassi,6.0,30,180.0,"Yogurt, Sugar, Water",Not good
05-06-2021,Chaat,43.0,30,1290.0,"Pani, Sev, Spices",Average
06/05/2021,Maaasala Dosa,58.0,35,2030.0,"Rice, Lentils, Spices",
06/05/2021,Vadd Pav,80.0,22,1760.0,"Potato, Bread, Spices",Average
2021-05-06,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
05-06-2021,PAV BHAJI,,45,,"Potatoes, Vegetables, Bread",Average
05-07-2021,Masala Dosa,,40,,"Rice, Lentils, Spices",
07/05/2021,Vada Pav,,25,,"Potato, Bread, Spices",
